timestep	potential_energy	kinetic_energy	temperature	time
0	65072.86083	6018.500813	1.003334302	0.06187
100	64899.01414	6085.4726	1.014499058	0.988803
200	64938.66669	5845.512547	0.9744957151	1.59491
300	65092.87521	6016.720444	1.0030375	2.168242
400	65092.78245	6095.671575	1.016199312	2.753947
500	65014.00168	6062.369256	1.010647538	3.326066
600	64847.34024	6067.66877	1.011531011	3.909817
700	65039.23384	6003.947325	1.000908115	4.597194
800	65070.48126	5872.264699	0.978955522	5.173398
900	64935.52667	5899.511714	0.9834978268	5.750295
1000	64983.62744	5775.051727	0.9627493085	6.324617
1100	64996.99727	5928.794124	0.9883794489	6.899279
1200	65020.20209	6141.718491	1.023875717	7.46925
1300	64916.5945	6111.110196	1.018773059	8.031316
1400	64913.15328	6025.982068	1.00458149	8.599949
1500	65030.9088	5981.728242	0.9972040081	9.161533
1600	65083.70983	5997.951841	0.9999086174	9.731889
1700	65015.52547	5928.406596	0.9883148447	10.292887
1800	65103.91477	5912.570718	0.9856748716	10.872024
1900	64986.45346	5906.4063	0.9846472119	11.43017
2000	65105.98384	5974.162054	0.9959426614	12.007479
2100	65036.20886	6150.7413	1.025379895	12.583506
2200	64924.16853	5977.349909	0.9964741034	13.156234
2300	64979.28157	6001.99659	1.000582911	13.726576
2400	65079.65515	5992.217538	0.9989526611	14.297039
2500	64935.28308	5932.336668	0.9889700205	14.873016
2600	65104.13142	5833.3759	0.9724724347	15.443483
2700	65081.96886	6077.405946	1.01315428	16.015427
2800	64972.38623	6080.445704	1.013661033	16.584266
2900	64869.56742	5877.733388	0.9798671981	17.157536
3000	65100.96272	5947.810067	0.9915495653	17.72771
3100	64974.34854	6112.724679	1.019042207	18.301345
3200	64935.39899	5900.114388	0.9835982976	18.873255
3300	65069.35212	5839.202875	0.9734438402	19.429814
3400	65147.29485	5950.103618	0.9919319193	19.999563
3500	64765.80991	5944.49452	0.9909968359	20.594961
3600	65143.10497	6066.297796	1.011302458	21.175352
3700	64993.69843	5966.087847	0.9945966237	21.748127
3800	64881.59547	5812.545139	0.9689997731	22.320011
3900	65060.38077	5952.699356	0.9923646505	22.889824
4000	65033.35886	5988.716464	0.998369003	23.46168
4100	64941.53812	5911.380605	0.98547647	24.035734
4200	65157.42367	5901.662173	0.9838563263	24.604515
4300	65145.66948	6001.858805	1.000559941	25.177686
4400	64973.18256	5924.502556	0.9876640086	25.746979
4500	64851.71628	5906.85124	0.984721387	26.317023
4600	64929.81861	5903.802271	0.9842130984	26.886944
4700	64933.91681	6047.923748	1.008239351	27.457526
4800	65046.77725	6009.951707	1.001909095	28.028798
4900	65181.86782	6107.929043	1.018242734	28.604333
5000	64918.02166	6088.750373	1.01504549	29.176397
5100	64969.36296	5970.066587	0.9952599128	29.747554
5200	64947.43588	6080.184468	1.013617482	30.325465
5300	64844.89357	5974.790135	0.9960473676	30.902224
5400	65010.50935	6035.082407	1.006098593	31.472107
5500	64992.58496	6072.473573	1.012332012	32.045856
5600	65079.28455	6031.430978	1.005489869	32.614618
5700	65060.27214	6000.136946	1.000272893	33.20169
5800	65003.95587	5991.785331	0.9988806087	33.770456
5900	64877.12385	5953.614143	0.9925171531	34.342156
6000	64899.91159	5975.309512	0.9961339521	34.916751
6100	64963.50924	6038.768604	1.006713112	35.488764
6200	65096.83393	6050.421929	1.008655819	36.063691
6300	64800.26421	5995.463137	0.9994937297	36.633897
6400	65067.49195	6033.683514	1.005865385	37.20424
6500	64973.8677	5920.748361	0.9870381531	37.773482
6600	64912.50152	5920.84329	0.9870539785	38.344243
6700	64973.20482	5956.093067	0.9929304105	38.91515
6800	64965.10384	6074.791751	1.012718471	39.48626
6900	64910.21491	5865.365923	0.9778054385	40.060566
7000	64899.65691	5982.208042	0.9972839947	40.636984
7100	64897.21116	6080.601085	1.013686936	41.210937
7200	65004.86576	5959.034377	0.9934207513	41.780695
7300	64875.70349	6048.018905	1.008255215	42.351743
7400	64831.37589	6079.428495	1.013491455	42.92207
7500	65026.17318	6041.659922	1.007195119	43.493453
7600	64886.61338	6049.77495	1.008547962	44.067122
7700	65071.32539	5969.990676	0.9952472578	44.627628
7800	64872.24704	5889.100858	0.9817622502	45.199548
7900	64778.2854	5933.247332	0.9891218358	45.761972
8000	64886.738	6106.285671	1.017968771	46.319479
8100	64982.22027	6055.915133	1.009571582	46.911482
8200	64761.77124	5918.119551	0.9865999084	47.48172
8300	65068.96458	5934.910304	0.9893990672	48.051335
8400	64877.56217	5894.451518	0.98265425	48.620895
8500	64972.42585	5856.553169	0.9763362789	49.193167
8600	64896.65907	5991.476242	0.9988290809	49.763613
8700	64926.14361	5847.971151	0.974905585	50.350289
8800	64817.46293	5951.857124	0.9922242434	50.933264
8900	64836.65785	6056.106185	1.009603432	51.505269
9000	65009.17647	6011.360126	1.00214389	52.077746
9100	64993.09263	5930.258297	0.9886235387	52.649561
9200	64925.99548	6014.200927	1.002617475	53.219035
9300	64833.80679	6034.724914	1.006038995	53.787865
9400	64976.33314	5982.79358	0.9973816087	54.366973
9500	64957.65365	6025.715515	1.004537053	54.938727
9600	64847.99092	5962.442331	0.9939888857	55.511921
9700	65004.64346	5929.350566	0.9884722123	56.082204
9800	64876.5453	6072.419334	1.01232297	56.637561
9900	64841.65473	5992.189147	0.9989479282	57.209338
