timestep	potential_energy	kinetic_energy	temperature	time
0	3762909.81	383362.5576	0.9983438936	2.272439
100	3764274.991	381968.4407	0.9947133667	35.729248
200	3764313.884	382710.8376	0.9966466994	68.287373
300	3762103.469	383510.6166	0.9987294654	100.886389
400	3760161.416	382442.3373	0.9959474771	134.038189
500	3760960.959	382945.7426	0.9972584336	167.483948
600	3760306.161	383040.3877	0.9975049062	200.971378
700	3761804.825	381831.2903	0.9943562027	234.261119
800	3762731.501	382683.6718	0.9965759549	267.024194
900	3764835.714	382654.6222	0.9965003046	299.710503
1000	3764677.042	384194.4716	1.000510345	332.225714
1100	3764156.458	382598.8851	0.9963551553	364.940269
1200	3763641.437	382570.941	0.996282384	397.566666
1300	3761577.285	382801.9104	0.9968838691	430.16118
1400	3761073.16	382594.6853	0.9963442182	462.657933
1500	3760675.793	383968.4272	0.9999216852	495.170117
1600	3762029.887	382648.0951	0.9964833069	527.648518
1700	3761465.782	384047.1279	1.000126636	560.256527
1800	3763086.973	383964.0748	0.9999103506	592.802688
1900	3763090.833	383474.3381	0.9986349897	625.24095
2000	3762811.674	383965.7566	0.9999147303	657.790603
2100	3762932.543	383343.9467	0.9982954275	690.449587
2200	3762031.371	382766.764	0.9967923416	723.052619
2300	3762062.443	382093.4708	0.9950389671	755.722067
2400	3761026.696	382900.4319	0.9971404364	788.724238
2500	3761443.102	382250.7539	0.9954485601	821.201946
2600	3763398.618	382534.2852	0.9961869256	853.874537
2700	3764380.48	382391.7881	0.995815838	886.431561
2800	3764677.226	383195.0469	0.997907666	918.995717
2900	3762620.906	382938.3967	0.9972393036	951.520298
3000	3762225.334	382997.0963	0.9973921677	984.109111
3100	3761305.776	383135.5854	0.9977528178	1016.85665
3200	3761452.213	382657.4643	0.996507706	1049.316799
3300	3761489.78	382772.109	0.996806261	1083.213806
3400	3762358.2	382915.3476	0.9971792797	1116.49302
3500	3763358.181	383228.3785	0.9979944674	1149.354519
3600	3762249.039	382626.6036	0.9964273391	1182.085426
3700	3763918.941	381159.965	0.9926079529	1215.13524
3800	3762387.986	382658.2622	0.9965097836	1248.310607
3900	3761775.828	382517.7121	0.9961437664	1281.722287
4000	3761162.396	383337.0218	0.9982773939	1315.078673
4100	3762689.628	383655.5259	0.9991068348	1348.620099
4200	3763015.212	382588.3236	0.9963276513	1381.20988
4300	3763492.954	382048.7708	0.9949225604	1413.686306
4400	3762957.409	382620.2051	0.9964106764	1446.388328
4500	3763964.053	382432.7116	0.9959224101	1478.956003
4600	3763129.087	383195.6715	0.9979092927	1511.532987
4700	3763678.989	383624.7121	0.9990265901	1544.670553
4800	3762498.431	382570.9301	0.9962823556	1578.431849
4900	3762071.325	382203.3177	0.9953250278	1612.236132
5000	3762795.558	383008.3767	0.9974215437	1645.553775
5100	3761905.714	382216.2041	0.9953585864	1679.276435
5200	3762850.898	382386.0795	0.995800972	1712.944412
5300	3762613.176	383597.3618	0.9989553653	1746.385352
5400	3763603.908	383866.2043	0.9996554787	1780.086658
5500	3764570.206	382985.9178	0.9973630569	1813.636365
5600	3762773.454	382776.2367	0.9968170103	1846.830068
5700	3762568.679	382865.7732	0.9970501791	1879.485241
5800	3763333.013	383688.9095	0.9991937717	1912.047721
5900	3764373.299	383478.3852	0.9986455291	1946.33841
6000	3762901.746	384623.5825	1.001627825	1980.373911
6100	3763230.676	383515.9353	0.9987433163	2014.066071
6200	3763554.993	382532.0673	0.9961811499	2047.301647
6300	3763701.952	382407.8495	0.9958576649	2079.860597
6400	3763479.665	382248.0266	0.9954414577	2112.539253
6500	3762057.889	382753.3758	0.9967574764	2145.486981
6600	3763760.215	383141.7451	0.9977688587	2178.422515
6700	3763853.446	382386.9724	0.9958032972	2211.535437
6800	3764235.036	382085.516	0.9950182513	2244.752708
6900	3762333.88	383238.1761	0.9980199821	2277.996848
7000	3763214.53	383021.1514	0.9974548115	2312.193435
7100	3762793.08	382804.0212	0.9968893659	2345.823881
7200	3764391.528	382632.041	0.9964414992	2379.579484
7300	3762374.217	383632.6745	0.9990473258	2413.488888
7400	3763479.626	382909.3652	0.9971637003	2447.560451
7500	3762298.434	382135.8414	0.9951493077	2480.878506
7600	3763208.321	383618.9025	0.9990114609	2513.728422
7700	3764674.269	384112.2747	1.000296289	2546.632494
7800	3764208.025	382895.7261	0.9971281819	2579.890877
7900	3763437.083	384155.0998	1.000407814	2613.063904
8000	3764040.209	383844.2746	0.9995983697	2647.493743
8100	3763964.21	382683.6299	0.9965758457	2681.796318
8200	3764211.699	382107.0243	0.9950742627	2714.920934
8300	3763513.256	382770.7721	0.9968027794	2747.396208
8400	3763763.907	383284.5137	0.9981406534	2779.978094
8500	3763901.264	384260.0767	1.000681192	2813.416325
8600	3764239.127	382003.1529	0.9948037634	2847.816535
8700	3763166.851	382933.6556	0.9972269569	2881.293861
8800	3764561.99	383093.238	0.9976425376	2913.730251
8900	3763265.675	383551.4641	0.9988358396	2946.456236
9000	3763951.06	384028.3046	1.000077616	2979.142874
9100	3764258.54	384221.2254	1.000580016	3012.109021
9200	3762774.298	383451.7094	0.9985760606	3045.286123
9300	3764636.448	382614.7154	0.9963963802	3078.342093
9400	3764770.456	383437.6327	0.9985394025	3111.008203
9500	3763080.32	384053.1534	1.000142327	3143.547056
9600	3764956.176	383908.2003	0.9997648436	3176.359622
9700	3764499.078	382793.3927	0.9968616874	3209.042953
9800	3764894.147	381473.0895	0.9934233845	3242.399526
9900	3764760.98	383326.9348	0.9982511254	3275.867317
