timestep	potential_energy	kinetic_energy	temperature	time
0	33578.64376	6018.500813	1.003334302	0.027282
100	30857.40553	5414.759084	0.9026855187	1.034759
200	32489.97744	5855.342972	0.976134529	1.699156
300	32063.79476	5963.792419	0.9942139567	2.36438
400	31910.24221	5991.054311	0.9987587415	3.004434
500	32147.56363	6041.08722	1.007099645	3.66714
600	32099.33055	5950.085647	0.9919289234	4.308201
700	31957.16085	5876.103635	0.9795955047	4.986591
800	31975.5143	5836.458535	0.9729863358	5.66588
900	31946.65776	6072.450935	1.012328238	6.315607
1000	31845.07311	5936.3895	0.9896456615	6.971706
1100	31664.82481	5936.448941	0.9896555707	7.608144
1200	31666.96741	5953.354676	0.9924738978	8.274808
1300	31488.28382	6019.637032	1.00352372	8.935369
1400	31476.84053	5903.834875	0.9842185338	9.697185
1500	31389.45769	5984.275966	0.9976287349	10.366137
1600	30970.56226	6018.839171	1.00339071	11.027471
1700	30990.34314	6039.945211	1.006909262	11.669973
1800	30834.98477	5984.431092	0.9976545957	12.312744
1900	30691.23037	6041.678032	1.007198138	12.960285
2000	30676.35339	6028.610879	1.005019735	13.614832
2100	30646.62499	5969.963151	0.9952426691	14.26302
2200	30628.87685	5916.299151	0.9862964327	14.914241
2300	30777.44455	5943.512465	0.9908331191	15.573204
2400	30752.50715	6066.457563	1.011329093	16.221064
2500	30655.31529	5931.802118	0.9888809066	16.853424
2600	30821.08361	5806.124907	0.9679294669	17.509459
2700	30718.6761	6052.466387	1.008996647	18.159884
2800	30806.37687	6015.68649	1.002865131	18.822939
2900	30821.41412	6126.748073	1.021380024	19.471918
3000	30734.99674	6059.062334	1.010096246	20.212872
3100	30743.73773	6115.000119	1.019421542	20.863293
3200	30846.47703	5956.398179	0.9929812752	21.523759
3300	30713.09996	6018.701269	1.00336772	22.175538
3400	30775.79561	6044.738728	1.007708382	22.808218
3500	30842.42784	6010.01132	1.001919033	23.463637
3600	30765.75458	6065.104407	1.01110351	24.113359
3700	30902.02525	5950.380243	0.9919780351	24.757265
3800	30697.14459	5983.708314	0.9975341025	25.399816
3900	30773.73936	5939.54001	0.9901708777	26.043737
4000	30768.33684	5897.963413	0.983239712	26.707508
4100	30863.8066	6043.806379	1.007552951	27.385983
4200	30827.70955	6068.282056	1.011633251	28.025884
4300	30700.30146	5940.18504	0.9902784096	28.688885
4400	30834.59857	5999.241613	1.000123633	29.349191
4500	30841.94332	6149.741512	1.025213222	29.991033
4600	30739.63755	6042.441824	1.007325469	30.746399
4700	30765.4875	6074.119501	1.012606402	31.391038
4800	30751.1997	6089.171236	1.015115652	32.032225
4900	30802.03887	6030.989111	1.005416206	32.676251
5000	30703.59746	5934.753712	0.9893729619	33.320737
5100	30770.11453	6046.381764	1.00798229	33.977581
5200	30629.98312	6084.374247	1.014315953	34.633356
5300	30744.04914	6080.525316	1.013674305	35.295219
5400	30627.00537	6024.455402	1.004326982	35.937212
5500	30688.59709	5934.511724	0.9893326204	36.588676
5600	30758.65178	5939.637097	0.9901870629	37.235204
5700	30718.55681	5914.737073	0.9860360211	37.891185
5800	30628.49435	5886.764572	0.9813727719	38.533239
5900	30772.24032	5993.93194	0.9992384663	39.180469
6000	30645.21513	6034.856885	1.006060996	39.820705
6100	30763.50869	5860.43835	0.976983971	40.470181
6200	30739.86423	5857.557847	0.9765037672	41.20803
6300	30661.568	5840.491948	0.9736587393	41.843932
6400	30702.03461	6100.679766	1.01703422	42.501883
6500	30736.66113	5949.243604	0.9917885479	43.401347
6600	30608.17216	6109.13254	1.018443368	44.171953
6700	30706.54161	6057.861814	1.00989611	44.828876
6800	30539.75978	5937.170217	0.9897758135	45.517763
6900	30693.69501	5941.357959	0.9904739449	46.184594
7000	30704.47375	6107.65473	1.018197004	46.837708
7100	30676.52457	5979.706391	0.9968669486	47.492239
7200	30644.07168	5977.233638	0.99645472	48.128323
7300	30686.96963	6061.784469	1.010550049	48.787385
7400	30582.79441	5990.0505	0.9985913978	49.440435
7500	30621.66304	6023.24738	1.004125595	50.088555
7600	30707.74188	5918.702022	0.9866970112	50.791041
7700	30610.59122	5998.217195	0.9999528541	51.580672
7800	30527.88491	5975.828922	0.9962205421	52.242998
7900	30640.97437	6001.675007	1.0005293	52.892025
8000	30649.88925	6042.467169	1.007329694	53.539875
8100	30696.11333	5889.863747	0.9818894302	54.200773
8200	30613.4822	5912.244912	0.9856205571	54.846637
8300	30634.76947	5942.407482	0.9906489093	55.674057
8400	30676.87789	5957.321351	0.9931351756	56.543548
8500	30616.25208	5922.752362	0.9873722367	57.258527
8600	30555.63794	6063.755967	1.010878714	57.923704
8700	30638.43877	5960.915049	0.993734275	58.615402
8800	30666.75936	5958.47043	0.9933267366	59.284438
8900	30590.6656	5943.208386	0.9907824265	59.961106
9000	30610.79955	5940.755994	0.9903735924	60.645839
9100	30700.75723	5875.904249	0.9795622654	61.470109
9200	30689.57197	5886.54186	0.9813356438	62.449843
9300	30615.40748	5905.23467	0.9844518914	63.394489
9400	30597.57022	5982.920948	0.997402842	64.117313
9500	30731.77532	5884.198317	0.9809449558	64.795292
9600	30548.94653	6025.081001	1.004431275	65.478398
9700	30725.57655	5960.849432	0.9937233361	66.268914
9800	30677.16122	6006.197858	1.001283297	67.280092
9900	30576.87127	6074.475022	1.01266567	68.018002
