29	-3.857488269140734	2.3330649668144434	2.6931034482758616
40	-3.942760940555995	3.2180206438819905	1.9525
45	-3.9100038693449326	3.6202732243672395	1.7355555555555553
49	-3.950661548286133	3.9420752887554382	1.5938775510204082
55	-3.9459792355381578	4.424778385337738	1.4199999999999997
62	-3.978960141447391	4.9879319980170855	1.2596774193548386
68	-3.9867797051182285	5.470635094599384	1.1485294117647058
73	-3.995497928484541	5.872887675084633	1.06986301369863
84	-4.0513560268169435	6.757843352152181	0.9297619047619047
87	-4.043314423733452	6.999194900443329	0.8977011494252873
94	-4.049463129760069	7.562348513122679	0.8308510638297871
99	-4.058234895843181	7.964601093607928	0.7888888888888888
110	-4.1195205129536765	8.849556770675475	0.7099999999999999
119	-4.152757973087123	9.573611415548921	0.6563025210084034
