5	-3.1136627036875058	0.4022525804852488	15.62
24	-3.7396012875701437	1.9308123863291944	3.2541666666666664
41	-4.325658438710765	3.29847115997904	1.904878048780488
48	-4.265063075932688	3.8616247726583888	1.6270833333333332
55	-4.300497599660999	4.424778385337738	1.4199999999999997
63	-4.29993827445679	5.068382514114136	1.2396825396825395
69	-4.281931721579027	5.5510856106964335	1.1318840579710145
75	-4.2788630552922235	6.033788707278732	1.0413333333333334
77	-4.2780597375418585	6.194689739472832	1.0142857142857142
85	-4.324579712427089	6.83829386824923	0.9188235294117646
88	-4.336097510740796	7.079645416540378	0.8875000000000001
93	-4.320919719854753	7.481897997025627	0.8397849462365592
102	-4.3850362279215025	8.205952641899076	0.7656862745098039
109	-4.400988850907951	8.769106254578423	0.7165137614678899
113	-4.410125263176757	9.090908318966623	0.6911504424778762
118	-4.434349859708906	9.493160899451873	0.661864406779661
