timestep	potential_energy	kinetic_energy	temperature	time
0	33578.64376	6018.500813	1.003334302	0.025686
100	30599.83488	5488.782747	0.9150258809	0.755221
200	32246.88555	5916.006944	0.9862477192	1.21554
300	31820.6678	6069.026771	1.011757401	1.675471
400	31667.32634	5989.719502	0.9985362177	2.130632
500	31837.59848	6013.442401	1.002491023	2.58629
600	31882.61867	5966.962341	0.9947424091	3.044698
700	31886.49217	5959.336181	0.9934710647	3.501336
800	31899.78285	5845.803892	0.9745442847	3.958227
900	31774.90896	6044.548403	1.007676653	4.426918
1000	31747.8011	5925.37919	0.9878101508	4.883797
1100	31789.43446	5941.200871	0.9904477572	5.351359
1200	31623.24168	6016.036543	1.002923488	5.825426
1300	31222.14823	5982.376832	0.9973121334	6.284071
1400	31286.70153	5946.474894	0.9913269807	6.741239
1500	31081.50267	6026.846999	1.004725681	7.198273
1600	30906.42402	6067.507193	1.011504075	7.654997
1700	30731.81165	5916.093828	0.9862622036	8.110939
1800	30675.90704	6019.061201	1.003427724	8.570216
1900	30656.72485	5960.405084	0.9936492596	9.039469
2000	30677.86408	6070.089854	1.011934626	9.50306
2100	30626.06691	5929.871174	0.988559002	9.96433
2200	30576.57898	6084.315053	1.014306085	10.417433
2300	30692.82826	5940.113234	0.9902664389	10.876223
2400	30644.75378	5924.736456	0.9877030017	11.335578
2500	30708.15172	5871.460564	0.978821466	11.804146
2600	30679.6769	5806.570551	0.9680037594	12.263438
2700	30820.8153	5965.079393	0.9944285059	12.7224
2800	30694.23093	5980.224107	0.9969532561	13.182657
2900	30745.5024	5946.507632	0.9913324384	13.643027
3000	30664.81002	6075.799625	1.012886492	14.101937
3100	30766.30682	6087.994607	1.014919498	14.560028
3200	30721.92409	5989.260808	0.9984597497	15.01574
3300	30689.53467	6018.847438	1.003392088	15.47091
3400	30808.26944	6127.809552	1.021556981	15.94556
3500	30559.29003	6053.051713	1.009094226	16.409498
3600	30698.15929	5926.48747	0.9879949104	16.864227
3700	30642.9285	6044.746769	1.007709722	17.333991
3800	30681.40594	5909.829432	0.9852178764	17.811126
3900	30773.86417	5922.212872	0.9872822993	18.28843
4000	30762.14109	5930.432413	0.9886525653	18.760897
4100	30766.09448	5880.342436	0.9803021482	19.230386
4200	30758.72431	5864.143414	0.9776016361	19.701205
4300	30669.1556	5960.409016	0.9936499151	20.158205
4400	30757.63986	5980.219941	0.9969525616	20.60488
4500	30744.62585	6031.697395	1.005534283	21.060058
4600	30796.27444	6003.831082	1.000888736	21.516213
4700	30649.94846	5975.463775	0.996159669	21.972889
4800	30657.36108	5980.943351	0.9970731601	22.429174
4900	30656.24474	5995.976832	0.9995793668	22.884646
5000	30592.89055	5939.667874	0.9901921937	23.329058
5100	30743.57769	5945.278409	0.9911275167	23.774776
5200	30795.1753	5888.978336	0.9817418249	24.230168
5300	30633.15297	6019.474516	1.003496627	24.685186
5400	30568.81196	5973.866307	0.9958933578	25.140688
5500	30653.33691	6006.241031	1.001290494	25.596564
5600	30606.60909	5949.662108	0.9918583159	26.061686
5700	30595.26851	5934.317189	0.9893001898	26.529958
5800	30798.55538	5846.013833	0.9745792837	26.985082
5900	30649.3678	6110.385904	1.018652314	27.451185
6000	30706.17295	5963.31189	0.9941338484	27.907101
6100	30692.50641	6055.458448	1.009495448	28.36365
6200	30655.47756	5984.749649	0.9977077017	28.829503
6300	30616.38049	5980.904344	0.9970666573	29.300083
6400	30524.27263	6081.289604	1.013801718	29.754918
6500	30600.27167	5956.025966	0.9929192241	30.216259
6600	30617.9153	5836.980829	0.9730734065	30.671043
6700	30532.07701	5905.033554	0.9844183635	31.126168
6800	30616.01095	5991.088913	0.99876451	31.58097
6900	30608.51524	5943.443003	0.9908215392	32.036521
7000	30740.97142	5853.989737	0.9759089334	32.491941
7100	30624.09737	5937.966265	0.9899085214	32.947949
7200	30663.09118	5839.586019	0.9735077135	33.402952
7300	30597.51338	6034.02163	1.005921752	33.858818
7400	30617.35106	5910.707444	0.9853642483	34.314948
7500	30655.88578	6012.532088	1.002339266	34.770015
7600	30646.2082	5902.307655	0.9839639335	35.225948
7700	30620.07481	5935.062863	0.9894245	35.68105
7800	30691.69133	6010.317213	1.001970028	36.137315
7900	30685.65978	5918.072183	0.9865920118	36.612883
8000	30528.34226	5926.667959	0.9880249993	37.083624
8100	30691.9383	5962.364661	0.9939759375	37.576666
8200	30740.47901	5844.356152	0.9743029344	38.036057
8300	30639.88437	6076.643276	1.013027136	38.491298
8400	30707.12622	6143.617445	1.024192289	38.948027
8500	30703.60645	5937.825691	0.9898850864	39.416509
8600	30721.56841	6069.361018	1.011813123	39.871549
8700	30589.86662	5988.200729	0.9982830256	40.329833
8800	30642.97378	5892.176796	0.9822750347	40.783955
8900	30647.96033	5905.170221	0.9844411471	41.239721
9000	30672.5493	5911.962536	0.9855734827	41.70566
9100	30631.28883	5843.10437	0.9740942519	42.161671
9200	30657.63768	6049.399101	1.008485305	42.616532
9300	30649.28081	6023.714078	1.004203397	43.072196
9400	30667.62411	5816.624107	0.969679771	43.526857
9500	30658.7889	5926.204213	0.9879476891	43.982177
9600	30686.52577	6022.472204	1.003996366	44.448311
9700	30563.77014	5910.913923	0.9853986701	44.902721
9800	30727.15659	6033.082442	1.005765182	45.358462
9900	30667.62998	6073.524687	1.012507241	45.813974
