6	-2.295721090338881	0.4827030965822986	13.016666666666666
21	-3.2870478259647067	1.6894608380380451	3.7190476190476187
26	-3.2313880713645675	2.091713418523294	3.0038461538461534
33	-3.172793540934614	2.6548670312026426	2.3666666666666663
39	-3.19743073026196	3.1375701277849406	2.0025641025641026
45	-3.1899974916063223	3.6202732243672395	1.7355555555555553
53	-3.202135308994393	4.263877353143638	1.4735849056603771
56	-3.202995074885263	4.505228901434787	1.394642857142857
64	-3.2453515962025943	5.148833030211185	1.2203125
71	-3.2563264444061564	5.711986642890533	1.0999999999999999
76	-3.2651830573511083	6.114239223375781	1.0276315789473685
82	-3.29191175034953	6.59694231995808	0.952439024390244
89	-3.292306396451941	7.16009593263743	0.8775280898876403
94	-3.3254417901620785	7.562348513122679	0.8308510638297871
97	-3.3329301919354766	7.803700061413827	0.8051546391752576
106	-3.3663005783410034	8.527754706287276	0.7367924528301886
112	-3.391456183988676	9.010457802869574	0.6973214285714285
119	-3.4173898295933127	9.573611415548921	0.6563025210084034
125	-3.4295650592877363	10.05631451213122	0.6248
